lrp,lat,lon,length,condition,structureNr,chainage,what,Delay
LRP341a,21.6600543017045,92.0751025664772,54.4,A,100426.0,344.531,bridge,"Random.Uniform(45,90)"
LRP341a,21.6600543017045,92.0751025664772,54.03,C,120373.0,344.531,bridge,"Random.Uniform(45,90)"
LRP341b,21.7215549,92.0830827,,,,337.31,roadpoint,0
LRP342,21.7204716,92.0822493,,,,337.458,roadpoint,0
LRP342a,21.6508560658227,92.0735619202531,61.0,C,101096.0,345.592,bridge,"Random.Uniform(45,90)"
LRP342c,21.6480847609561,92.0733292227091,4.5,A,100424.0,345.911,bridge,"Random.Uniform(10,20)"
LRP343,21.7120833,92.0821104,,,,338.491,roadpoint,0
LRP343a,21.708027800000004,92.08005490000001,,,,339.01800000000003,roadpoint,0
LRP344,21.7040556,92.07886040000001,,,,339.50699999999995,roadpoint,0
LRP344a,21.7013611,92.07838819999999,,,,339.81699999999995,roadpoint,0
LRP345,21.6957497,92.08058270000001,,,,340.515,roadpoint,0
LRP345a,21.6225351880109,92.0737034768392,1.45,B,100427.0,349.092,bridge,"Random.Uniform(10,20)"
LRP346,21.6868608,92.0800827,,,,341.527,roadpoint,0
LRP346a,21.618376660401,92.0691713375939,45.3,B,100430.0,349.759,bridge,"Random.Uniform(15,60)"
LRP346a,21.618376660401,92.0691713375939,44.55,A,120376.0,349.759,bridge,"Random.Uniform(15,60)"
LRP347,21.678416,92.0770827,,,,342.527,roadpoint,0
LRP347a,21.6065189670012,92.0623070695106,7.0,A,100428.0,350.674,bridge,"Random.Uniform(10,20)"
LRP347b,21.6051753127979,92.0621198087829,5.2,A,100429.0,350.99,bridge,"Random.Uniform(10,20)"
LRP347c,21.6704438,92.0762771,,,,343.42900000000003,roadpoint,0
LRP348,21.6695549,92.07605490000002,,,,343.463,roadpoint,0
LRP348a,21.5985935301507,92.061801241206,9.3,A,100431.0,351.628,bridge,"Random.Uniform(10,20)"
LRP348b,21.5960736973421,92.0614095408637,14.0,A,100433.0,352.064,bridge,"Random.Uniform(15,60)"
LRP349,21.6606111,92.07508270000001,,,,344.468,roadpoint,0
LRP349a,21.5894309740196,92.0630313509804,1.4,A,100435.0,352.641,bridge,"Random.Uniform(10,20)"
LRP349b,21.5876028,92.0649047857142,4.5,C,100420.0,353.162,bridge,"Random.Uniform(10,20)"
LRP350,21.6518056,92.0737771,,,,345.48400000000004,roadpoint,0
LRP350a,21.5830741250341,92.0657158465116,2.5,A,100432.0,353.694,bridge,"Random.Uniform(10,20)"
LRP350b,21.649194100000003,92.07330490000001,,,,345.783,roadpoint,0
LRP350c,21.649082999999997,92.07330490000001,,,,345.801,roadpoint,0
LRP350d,21.6468052,92.0733604,,,,346.05199999999996,roadpoint,0
LRP351,21.6428608,92.0732216,,,,346.499,roadpoint,0
LRP351a,21.5744075162901,92.0707446712247,12.4,A,100434.0,354.739,bridge,"Random.Uniform(15,60)"
LRP352,21.634833,92.0770271,,,,347.517,roadpoint,0
LRP352a,21.5623201688888,92.0698139251851,9.5,A,100436.0,356.261,bridge,"Random.Uniform(10,20)"
LRP353,21.6259716,92.0773882,,,,348.545,roadpoint,0
LRP353a,21.5603042595174,92.0691476,4.8,A,100438.0,356.517,bridge,"Random.Uniform(10,20)"
LRP353b,21.5594892512064,92.0689481,7.0,A,100440.0,356.631,bridge,"Random.Uniform(10,20)"
LRP354,21.6197771,92.07052709999999,,,,349.545,roadpoint,0
LRP354a,21.5554256122448,92.0679503244898,46.0,A,120377.0,357.264,bridge,"Random.Uniform(15,60)"
LRP354b,21.6167771,92.06780490000001,,,,349.995,roadpoint,0
LRP354c,21.6150556,92.0667771,,,,350.05400000000003,roadpoint,0
LRP354d,21.5470666065573,92.0668953754098,44.63,A,120378.0,358.03,bridge,"Random.Uniform(15,60)"
LRP354d,21.5470666065573,92.0668953754098,44.6,C,114226.0,358.03,bridge,"Random.Uniform(15,60)"
LRP355,21.61225,92.06522220000001,,,,350.16900000000004,roadpoint,0
LRP355a,21.610086825,92.06399479375,,,,350.309,roadpoint,0
LRP355b,21.6073056,92.0624167,,,,350.48900000000003,roadpoint,0
LRP356,21.6039167,92.0619444,,,,351.286,roadpoint,0
LRP356a,21.603029505025123,92.061920540201,,,,351.343,roadpoint,0
LRP356b,21.5977219,92.06177779999999,,,,351.684,roadpoint,0
LRP357,21.5951108,92.0611944,,,,352.286,roadpoint,0
LRP357a,21.5255297395348,92.0653252244186,14.0,A,100446.0,360.345,bridge,"Random.Uniform(15,60)"
LRP357b,21.588583,92.06330559999999,,,,352.694,roadpoint,0
LRP357c,21.5237332279069,92.0655747598837,8.0,A,100448.0,360.551,bridge,"Random.Uniform(10,20)"
LRP357d,21.5207709407407,92.0661440629629,15.4,A,100450.0,360.89,bridge,"Random.Uniform(15,60)"
LRP357f,21.5195088091891,92.0666746302702,5.0,A,114229.0,361.043,bridge,"Random.Uniform(10,20)"
LRP358,21.5875274,92.0650278,,,,353.19800000000004,roadpoint,0
LRP358a,21.5137419731132,92.069340890566,3.0,A,100439.0,361.751,bridge,"Random.Uniform(10,20)"
LRP358b,21.5104396976562,92.0708606554687,2.5,A,100441.0,362.168,bridge,"Random.Uniform(10,20)"
LRP359,21.5791938,92.06680490000001,,,,354.19699999999995,roadpoint,0
LRP359a,21.5065069274647,92.0733026419014,7.5,A,101044.0,362.691,bridge,"Random.Uniform(10,20)"
LRP359b,21.5051319429577,92.0744452552816,12.4,A,100444.0,362.889,bridge,"Random.Uniform(15,60)"
LRP360,21.5717216,92.07180490000002,,,,355.167,roadpoint,0
LRP360a,21.4957534922651,92.0776785856353,14.0,A,100445.0,364.056,bridge,"Random.Uniform(15,60)"
LRP360c,21.4948695143646,92.0783346952486,14.1,A,100447.0,364.184,bridge,"Random.Uniform(15,60)"
LRP361,21.5629444,92.07002709999999,,,,356.18699999999995,roadpoint,0
LRP361a,21.5618056,92.0696382,,,,356.32199999999995,roadpoint,0
LRP361b,21.560833300000002,92.0692771,,,,356.44300000000004,roadpoint,0
LRP362,21.5555,92.06797159999999,,,,357.189,roadpoint,0
LRP362a,21.5553056,92.067916,,,,357.385,roadpoint,0
LRP362b,21.554888899999998,92.06780490000001,,,,357.43699999999995,roadpoint,0
LRP362c,21.5484719,92.0670827,,,,357.86,roadpoint,0
LRP362d,21.548083,92.06702709999999,,,,357.906,roadpoint,0
LRP363,21.546583,92.0668327,,,,358.089,roadpoint,0
LRP363b,21.4782130684357,92.0947151779329,7.2,A,100449.0,366.98,bridge,"Random.Uniform(10,20)"
LRP364,21.538332999999998,92.06397220000001,,,,358.976,roadpoint,0
LRP364a,21.4755164496,92.0967866511999,14.0,A,114228.0,367.362,bridge,"Random.Uniform(15,60)"
LRP364c,21.4738446327586,92.0980125862068,3.0,A,114231.0,367.6,bridge,"Random.Uniform(10,20)"
LRP364d,21.470055530337,92.1006402232209,57.6,A,100451.0,368.129,bridge,"Random.Uniform(45,90)"
LRP365,21.5294993,92.0650278,,,,359.99199999999996,roadpoint,0
LRP365a,21.4655415307901,92.1026566882833,14.0,B,100452.0,368.703,bridge,"Random.Uniform(15,60)"
LRP365b,21.5264716,92.0651944,,,,360.23699999999997,roadpoint,0
LRP365c,21.5234716,92.0656111,,,,360.58099999999996,roadpoint,0
LRP365d,21.5233049,92.06563890000001,,,,360.601,roadpoint,0
LRP365e,21.5220827,92.06586109999999,,,,360.74,roadpoint,0
LRP366,21.520666000000002,92.0661667,,,,360.902,roadpoint,0
LRP366a,21.5161111,92.068166,,,,361.457,roadpoint,0
LRP366b,21.512694399999997,92.06986040000001,,,,361.881,roadpoint,0
LRP367,21.512555600000002,92.06994379999999,,,,361.908,roadpoint,0
LRP367a,21.4505569351351,92.0994681432432,9.2,A,100453.0,370.799,bridge,"Random.Uniform(10,20)"
LRP367b,21.506972199999996,92.072916,,,,362.624,roadpoint,0
LRP368,21.505,92.07455490000001,,,,362.908,roadpoint,0
LRP368a,21.4433865625,92.1012678785714,1.5,A,100454.0,371.64,bridge,"Random.Uniform(10,20)"
LRP368c,21.4418389714285,92.1007083571428,58.6,A,120382.0,371.848,bridge,"Random.Uniform(45,90)"
LRP368c,21.4418389714285,92.1007083571428,58.6,B,100455.0,371.848,bridge,"Random.Uniform(45,90)"
LRP369,21.4968608,92.0769438,,,,363.908,roadpoint,0
LRP369a,21.4372009552325,92.0983672723837,3.0,A,100456.0,372.43,bridge,"Random.Uniform(10,20)"
LRP369b,21.4342084624161,92.0972607067114,2.5,A,100457.0,372.782,bridge,"Random.Uniform(10,20)"
LRP369c,21.4308087593886,92.0961182921397,7.2,A,100461.0,373.192,bridge,"Random.Uniform(10,20)"
LRP370,21.490194100000004,92.08180490000001,,,,364.861,roadpoint,0
LRP370a,21.4288400316455,92.0953913860759,3.5,A,100462.0,373.424,bridge,"Random.Uniform(10,20)"
LRP370c,21.4283515971831,92.0940714267605,12.8,A,100463.0,373.598,bridge,"Random.Uniform(15,60)"
LRP370e,21.427895984,92.089450816,18.8,A,100460.0,374.081,bridge,"Random.Uniform(15,60)"
LRP371,21.4870274,92.0898052,,,,365.847,roadpoint,0
LRP371a,21.4271063768115,92.0840258231884,8.2,A,100459.0,374.655,bridge,"Random.Uniform(10,20)"
LRP371c,21.4267747132812,92.0804427367187,7.4,A,100458.0,375.035,bridge,"Random.Uniform(10,20)"
LRP372,21.4793604,92.0938886,,,,366.82099999999997,roadpoint,0
LRP372a,21.4264716,92.0767771,12.4,A,114963.0,375.416,bridge,"Random.Uniform(15,60)"
LRP372b,21.4750549,92.0971663,,,,367.42900000000003,roadpoint,0
LRP372c,21.4273654498084,92.0708934808429,9.4,A,100464.0,376.062,bridge,"Random.Uniform(10,20)"
LRP373,21.4713604,92.0997497,,,,367.95099999999996,roadpoint,0
LRP373a,21.4271759977099,92.0634431893129,2.0,A,100466.0,376.931,bridge,"Random.Uniform(10,20)"
LRP373b,21.4273089357414,92.0610656669201,6.8,A,100467.0,377.189,bridge,"Random.Uniform(10,20)"
LRP373c,21.466721600000003,92.1025,,,,368.565,roadpoint,0
LRP374,21.4635833,92.10291670000001,,,,368.93199999999996,roadpoint,0
LRP374a,21.4278354522255,92.0579673860534,16.6,A,100468.0,377.519,bridge,"Random.Uniform(15,60)"
LRP374c,21.4280296848739,92.0557570361344,18.6,A,100469.0,377.753,bridge,"Random.Uniform(15,60)"
LRP374e,21.4280584948275,92.0532281715517,7.2,A,100471.0,378.02,bridge,"Random.Uniform(10,20)"
LRP375,21.456472199999997,92.1038056,,,,369.901,roadpoint,0
LRP375a,21.4275245,92.0486482172786,13.0,A,120384.0,378.492,bridge,"Random.Uniform(15,60)"
LRP375b,21.451277800000003,92.0994441,,,,370.70300000000003,roadpoint,0
LRP375c,21.4294452102564,92.0443807192307,10.9,A,100474.0,379.004,bridge,"Random.Uniform(15,60)"
LRP376,21.449610800000002,92.0994997,,,,370.925,roadpoint,0
LRP376a,21.4297884,92.0395945696,9.2,A,100476.0,379.504,bridge,"Random.Uniform(10,20)"
LRP376b,21.443832999999998,92.1014167,,,,371.58,roadpoint,0
LRP376c,21.4421663,92.10086109999999,,,,371.80400000000003,roadpoint,0
LRP376d,21.4417497,92.1006667,,,,371.86,roadpoint,0
LRP377,21.4413608,92.10036109999999,,,,371.92199999999997,roadpoint,0
LRP377a,21.4294033629834,92.0318887491712,148.5,A,101046.0,380.346,bridge,"Random.Uniform(45,90)"
LRP377a,21.4294033629834,92.0318887491712,136.3,C,120385.0,380.346,bridge,"Random.Uniform(45,90)"
LRP377b,21.434583,92.09738859999999,,,,372.733,roadpoint,0
LRP377c,21.4303257834586,92.0296206984962,3.5,A,101033.0,380.615,bridge,"Random.Uniform(10,20)"
LRP377d,21.4301539217391,92.0283434956521,10.3,A,101029.0,380.759,bridge,"Random.Uniform(15,60)"
LRP377f,21.426498621044,92.0238834076672,9.0,A,101027.0,381.374,bridge,"Random.Uniform(10,20)"
LRP378,21.433444100000003,92.0969997,,,,372.88199999999995,roadpoint,0
LRP378a,21.423063061512,92.0267879589347,4.5,C,101026.0,381.985,bridge,"Random.Uniform(10,20)"
LRP378b,21.4226721680412,92.0272924520618,11.3,C,101021.0,382.055,bridge,"Random.Uniform(15,60)"
LRP378c,21.428499300000002,92.0951941,,,,373.475,roadpoint,0
LRP378d,21.4283604,92.0941663,,,,373.588,roadpoint,0
LRP379,21.428110399999998,92.0914719,,,,373.87199999999996,roadpoint,0
LRP379a,21.4194017834586,92.031682906015,2.4,C,101015.0,382.649,bridge,"Random.Uniform(10,20)"
LRP379b,21.4170232427616,92.0347260730512,7.2,B,101012.0,383.098,bridge,"Random.Uniform(10,20)"
LRP379c,21.4161167631868,92.0359357093406,8.1,C,101020.0,383.269,bridge,"Random.Uniform(10,20)"
LRP380,21.4269716,92.0821104,,,,374.856,roadpoint,0
LRP380a,21.4142599314893,92.0386736859574,10.9,A,101010.0,383.632,bridge,"Random.Uniform(15,60)"
LRP380b,21.426471600000003,92.0767771,,,,375.416,roadpoint,0
LRP380c,21.4124968430517,92.0395268517711,8.3,A,101006.0,384.001,bridge,"Random.Uniform(10,20)"
LRP380e,21.4110029325153,92.0443379558282,8.3,B,101000.0,384.358,bridge,"Random.Uniform(10,20)"
LRP381,21.4267216,92.0730827,,,,375.82,roadpoint,0
LRP381a,21.4102488567901,92.0480366814814,2.2,B,100997.0,384.788,bridge,"Random.Uniform(10,20)"
LRP381b,21.4102981858461,92.0496622239999,8.2,A,100993.0,384.978,bridge,"Random.Uniform(10,20)"
LRP381c,21.4099236838827,92.0518884435897,1.9,A,114964.0,385.237,bridge,"Random.Uniform(10,20)"
LRP382,21.4276938,92.06436109999999,,,,376.82,roadpoint,0
LRP382a,21.4088399161904,92.0550238095238,3.0,A,100990.0,385.614,bridge,"Random.Uniform(10,20)"
LRP382b,21.4079574071005,92.0560124923076,2.8,A,100987.0,385.78,bridge,"Random.Uniform(10,20)"
LRP382c,21.4063607143344,92.0580467784983,10.0,D,100983.0,386.07,bridge,"Random.Uniform(15,60)"
LRP382d,21.4280549,92.0554167,,,,377.789,roadpoint,0
LRP383,21.428082699999997,92.0551389,,,,377.81800000000004,roadpoint,0
LRP383a,21.4041499171641,92.0618387037313,1.6,A,101048.0,386.494,bridge,"Random.Uniform(10,20)"
LRP383b,21.402009374844,92.0647406251559,3.6,A,100977.0,386.968,bridge,"Random.Uniform(10,20)"
LRP383c,21.4001878992395,92.0660829174905,8.0,C,101043.0,387.23,bridge,"Random.Uniform(10,20)"
LRP383d,21.3987858977186,92.0665265524714,1.3,C,101045.0,387.398,bridge,"Random.Uniform(10,20)"
LRP384,21.4287771,92.0461941,,,,378.80300000000005,roadpoint,0
LRP384a,21.3950144227586,92.0675884137931,8.3,A,101032.0,387.843,bridge,"Random.Uniform(10,20)"
LRP384b,21.3908555107438,92.0684757008264,22.0,C,101030.0,388.328,bridge,"Random.Uniform(15,60)"
LRP385,21.4296938,92.0368608,,,,379.791,roadpoint,0
LRP385a,21.3888052,92.0689623,2.7,C,101028.0,388.565,bridge,"Random.Uniform(10,20)"
LRP385b,21.3874538459459,92.0697162891891,2.7,B,101025.0,388.733,bridge,"Random.Uniform(10,20)"
LRP385c,21.386218603409,92.0702884892045,2.9,C,101023.0,388.886,bridge,"Random.Uniform(10,20)"
LRP385d,21.3856411333333,92.0704543196078,1.8,C,101013.0,388.956,bridge,"Random.Uniform(10,20)"
LRP385e,21.3844064618421,92.0705223447368,2.8,B,101018.0,389.101,bridge,"Random.Uniform(10,20)"
LRP385f,21.3831050828947,92.0708809157894,1.8,B,101019.0,389.258,bridge,"Random.Uniform(10,20)"
LRP385g,21.3829076671052,92.0709510842105,1.7,A,101007.0,389.282,bridge,"Random.Uniform(10,20)"
LRP386,21.430166,92.02836040000001,,,,380.75699999999995,roadpoint,0
LRP386a,21.3808422435754,92.0709982664804,0.8,A,112555.0,389.538,bridge,"Random.Uniform(10,20)"
LRP386b,21.3796187798882,92.0706130385474,1.5,B,101003.0,389.684,bridge,"Random.Uniform(10,20)"
LRP386c,21.3793128,92.0704913857142,1.5,A,100999.0,389.724,bridge,"Random.Uniform(10,20)"
LRP386d,21.3778510915584,92.0703548240259,2.2,C,100998.0,389.899,bridge,"Random.Uniform(10,20)"
LRP386e,21.3768882285714,92.0711223285714,1.5,A,100995.0,390.047,bridge,"Random.Uniform(10,20)"
LRP386f,21.3762792890109,92.0717458313186,3.0,A,100992.0,390.142,bridge,"Random.Uniform(10,20)"
LRP386g,21.3750850565217,92.0730282999999,2.4,C,100988.0,390.356,bridge,"Random.Uniform(10,20)"
LRP387,21.4258049,92.0232493,,,,381.494,roadpoint,0
LRP387a,21.3745372352601,92.0740615132948,1.3,A,100986.0,390.506,bridge,"Random.Uniform(10,20)"
LRP387b,21.3743800190751,92.0748617416184,1.3,A,100984.0,390.595,bridge,"Random.Uniform(10,20)"
LRP387c,21.3737957588607,92.0766236613924,1.3,C,100981.0,390.814,bridge,"Random.Uniform(10,20)"
LRP387d,21.3724168458515,92.0778930973799,1.3,C,100978.0,391.031,bridge,"Random.Uniform(10,20)"
LRP387e,21.3706902708737,92.0790672786407,1.3,A,100976.0,391.255,bridge,"Random.Uniform(10,20)"
LRP387f,21.3697436389312,92.0796434824427,1.3,A,101053.0,391.373,bridge,"Random.Uniform(10,20)"
LRP388,21.4199716,92.03024930000001,,,,382.473,roadpoint,0
LRP388a,21.3686452190839,92.0800514992366,1.3,A,101077.0,391.521,bridge,"Random.Uniform(10,20)"
LRP388b,21.367599241791,92.0804686731343,1.3,B,101078.0,391.664,bridge,"Random.Uniform(10,20)"
LRP388c,21.3649267960264,92.0813617278145,7.1,C,112553.0,391.997,bridge,"Random.Uniform(10,20)"
LRP388d,21.3641002252199,92.0813316052785,1.3,B,101079.0,392.093,bridge,"Random.Uniform(10,20)"
LRP388e,21.3613004264018,92.0805440936915,1.6,B,101086.0,392.422,bridge,"Random.Uniform(10,20)"
LRP389,21.415055600000002,92.03783299999999,,,,383.505,roadpoint,0
LRP389a,21.3604702002336,92.0801526114486,2.5,A,101091.0,392.526,bridge,"Random.Uniform(10,20)"
LRP389b,21.3597277864485,92.0798025359813,1.3,A,101084.0,392.619,bridge,"Random.Uniform(10,20)"
LRP389c,21.3587458843457,92.0793395329439,2.2,C,101076.0,392.742,bridge,"Random.Uniform(10,20)"
LRP389d,21.3562553024,92.0790827,4.0,A,101080.0,393.038,bridge,"Random.Uniform(10,20)"
LRP389e,21.4103056,92.0453052,,,,384.49,roadpoint,0
LRP390,21.4101111,92.0458052,,,,384.54699999999997,roadpoint,0
LRP390a,21.3500251952038,92.0784342935251,21.5,A,101081.0,393.764,bridge,"Random.Uniform(15,60)"
LRP390a,21.3500251952038,92.0784342935251,21.5,C,120388.0,393.764,bridge,"Random.Uniform(15,60)"
LRP390b,21.4103333,92.0508333,,,,385.115,roadpoint,0
LRP390c,21.3453322117757,92.0789703396261,11.3,C,101082.0,394.307,bridge,"Random.Uniform(15,60)"
LRP391,21.409083300000002,92.05475,,,,385.56800000000004,roadpoint,0
LRP391a,21.3420893171962,92.0788538753271,14.1,A,101083.0,394.681,bridge,"Random.Uniform(15,60)"
LRP391b,21.406722199999997,92.0570556,,,,385.94699999999995,roadpoint,0
LRP391c,21.3365566114155,92.0789637010654,2.3,B,101087.0,395.328,bridge,"Random.Uniform(10,20)"
LRP392,21.4040556,92.06197220000001,,,,386.50800000000004,roadpoint,0
LRP392a,21.3338390771689,92.0790428645357,24.1,C,101085.0,395.64,bridge,"Random.Uniform(15,60)"
LRP392b,21.400888899999998,92.06586109999999,,,,387.14599999999996,roadpoint,0
LRP392c,21.398694100000004,92.0665556,,,,387.409,roadpoint,0
LRP392d,21.398583,92.0665833,,,,387.42400000000004,roadpoint,0
LRP392e,21.3971663,92.0668882,,,,387.59,roadpoint,0
LRP393,21.396971899999997,92.066916,,,,387.60900000000004,roadpoint,0
LRP393a,21.3269177037394,92.0819708735826,45.6,C,101055.0,396.596,bridge,"Random.Uniform(15,60)"
LRP393b,21.3891108,92.06869379999999,,,,388.528,roadpoint,0
LRP393c,21.3237869258823,92.0857429782352,5.0,C,101054.0,397.144,bridge,"Random.Uniform(10,20)"
LRP394,21.388527399999997,92.0692771,,,,388.603,roadpoint,0
LRP394a,21.3211087823529,92.0888836352941,11.2,D,101060.0,397.591,bridge,"Random.Uniform(15,60)"
LRP394b,21.3858886,92.07044379999999,,,,388.92699999999996,roadpoint,0
LRP394c,21.3205831278931,92.0894967632047,1.3,B,101063.0,397.679,bridge,"Random.Uniform(10,20)"
LRP394d,21.3839441,92.0705827,,,,389.156,roadpoint,0
LRP394e,21.3162096661991,92.0939592732117,49.3,C,101065.0,398.406,bridge,"Random.Uniform(15,60)"
LRP394f,21.3813049,92.0710827,,,,389.476,roadpoint,0
LRP394g,21.3811104,92.0710827,,,,389.506,roadpoint,0
LRP395,21.3796104,92.0706104,,,,389.685,roadpoint,0
LRP395a,21.308226843421,92.0972648315789,2.4,B,101068.0,399.452,bridge,"Random.Uniform(10,20)"
LRP395b,21.377582699999998,92.0703604,,,,389.93,roadpoint,0
LRP395c,21.3773882,92.0706104,,,,389.969,roadpoint,0
LRP395d,21.3762216,92.07180490000002,,,,390.151,roadpoint,0
LRP395e,21.3752493,92.0727771,,,,390.316,roadpoint,0
LRP395f,21.3747771,92.0734993,,,,390.431,roadpoint,0
LRP395g,21.3745549,92.0739716,,,,390.496,roadpoint,0
LRP395h,21.374249300000002,92.07552709999999,,,,390.66900000000004,roadpoint,0
LRP396,21.374249300000002,92.0756938,,,,390.685,roadpoint,0
LRP396a,21.3035165189189,92.0968487459459,2.3,C,101058.0,400.027,bridge,"Random.Uniform(10,20)"
LRP396b,21.2997453619819,92.0974772590991,61.3,D,101059.0,400.46,bridge,"Random.Uniform(45,90)"
LRP396c,21.3714993,92.07855490000001,,,,391.155,roadpoint,0
LRP396d,21.3698327,92.0796104,,,,391.361,roadpoint,0
LRP396e,21.3678882,92.0803327,,,,391.62300000000005,roadpoint,0
LRP396f,21.366943799999998,92.08077709999999,,,,391.75699999999995,roadpoint,0
LRP397,21.366277800000002,92.08105490000001,,,,391.841,roadpoint,0
LRP397a,21.365722199999997,92.0812771,,,,391.905,roadpoint,0
LRP397b,21.3644167,92.081416,,,,392.056,roadpoint,0
LRP397c,21.3615,92.0806382,,,,392.397,roadpoint,0
LRP397d,21.3580833,92.07902709999999,,,,392.825,roadpoint,0
LRP398,21.35775,92.07902709999999,,,,392.869,roadpoint,0
LRP398a,21.2887748,92.0999549688796,14.1,A,101061.0,401.752,bridge,"Random.Uniform(15,60)"
LRP398b,21.28755005,92.1000623912863,11.0,B,101062.0,401.89,bridge,"Random.Uniform(15,60)"
LRP398c,21.35525,92.0790827,,,,393.154,roadpoint,0
LRP398d,21.2837382315436,92.1005546348993,10.3,A,101064.0,402.323,bridge,"Random.Uniform(15,60)"
LRP399,21.3490552,92.07847159999999,,,,393.876,roadpoint,0
LRP399a,21.3463608,92.07902709999999,,,,394.18800000000005,roadpoint,0
